X_data,Y_data
66 81109 213009 2207 INFO dfs DataNode PacketResponder Received block blk7577595658377008671 of size 67108864 from 10 251 71 97 e3df2680 ,0
67 81109 213028 2206 INFO dfs DataNode PacketResponder Received block blk3777400576053320362 of size 67108864 from 10 251 31 5 e3df2680 ,0
68 81109 213217 2267 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk5852844080027817147 terminating dc2c74b7 ,0
69 81109 213353 2313 INFO dfs DataNode PacketResponder Received block blk2129171714384027465 of size 67108864 from 10 251 75 228 e3df2680 ,0
70 81109 213436 13 INFO dfs DataBlockScanner Verification succeeded for blk2827716238972737794 32777b38 ,0
71 81109 213506 2421 INFO dfs DataNode DataXceiver Receiving block blk3509323198988774369 src 10 250 6 214 52922 dest 10 250 6 214 50010 09a53393 ,0
72 81109 213510 2384 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk9093049293972551787 terminating dc2c74b7 ,0
73 81109 213837 19 INFO dfs FSDataset Deleting block blk1781953582842324563 file mnt hadoop dfs data current subdir5 blk1781953582842324563 dba996ef ,0
74 81109 213847 2552 INFO dfs DataNode DataXceiver 10 251 194 213 50010 Served block blk7724713468912166542 to 10 251 203 80 626085d5 ,0
75 81109 213907 2497 INFO dfs DataNode DataXceiver 10 251 91 229 50010 Served block blk3358448553918665902 to 10 251 91 229 626085d5 ,0
76 81109 213908 2549 INFO dfs DataNode DataXceiver 10 251 39 192 50010 Served block blk5341992729755584578 to 10 251 39 192 626085d5 ,0
77 81109 214009 2594 INFO dfs DataNode DataXceiver 10 250 5 237 50010 Served block blk3166960787499091856 to 10 251 43 147 626085d5 ,0
78 81109 214043 2561 WARN dfs DataNode DataXceiver 10 251 30 85 50010 Got exception while serving blk2918118818249673980 to 10 251 90 64 81cee340 ,0
79 81109 214402 2677 WARN dfs DataNode DataXceiver 10 251 126 255 50010 Got exception while serving blk8376667364205250596 to 10 251 91 159 81cee340 ,0
80 81109 214524 2633 INFO dfs DataNode DataXceiver 10 251 71 68 50010 Served block blk2794533871450434534 to 10 251 199 150 626085d5 ,0
81 81109 214529 2747 WARN dfs DataNode DataXceiver 10 251 123 132 50010 Got exception while serving blk3763728533434719668 to 10 251 38 214 81cee340 ,0
82 81109 214910 2848 WARN dfs DataNode DataXceiver 10 250 13 188 50010 Got exception while serving blk6241141267506413726 to 10 251 194 245 81cee340 ,0
83 81109 214919 2899 INFO dfs DataNode DataXceiver 10 251 214 32 50010 Served block blk6520030462660619051 to 10 251 215 70 626085d5 ,0
84 81109 215136 2868 WARN dfs DataNode DataXceiver 10 251 199 19 50010 Got exception while serving blk8466246428293623262 to 10 251 106 37 81cee340 ,0
85 81109 215259 2934 WARN dfs DataNode DataXceiver 10 250 9 207 50010 Got exception while serving blk3140754468249228022 to 10 250 9 207 81cee340 ,0
86 81109 215702 3022 WARN dfs DataNode DataXceiver 10 251 202 134 50010 Got exception while serving blk3441699978641526775 to 10 251 126 5 81cee340 ,0
87 81109 215734 3055 INFO dfs DataNode DataXceiver 10 250 6 214 50010 Served block blk5739119717322549945 to 10 251 43 115 626085d5 ,0
88 81109 220032 3137 WARN dfs DataNode DataXceiver 10 250 14 196 50010 Got exception while serving blk305633040016166849 to 10 251 38 53 81cee340 ,0
89 81109 220403 3148 WARN dfs DataNode DataXceiver 10 251 107 227 50010 Got exception while serving blk6290631608800952376 to 10 251 109 209 81cee340 ,0
90 81109 220528 3174 INFO dfs DataNode DataXceiver 10 251 203 166 50010 Served block blk8787656642683881295 to 10 251 107 98 626085d5 ,1
91 81109 221105 3338 WARN dfs DataNode DataXceiver 10 251 90 64 50010 Got exception while serving blk4841792440390267307 to 10 251 90 239 81cee340 ,0
92 81109 221151 3361 WARN dfs DataNode DataXceiver 10 250 10 144 50010 Got exception while serving blk5126469776250053435 to 10 250 11 100 81cee340 ,0
93 81109 222040 3463 WARN dfs DataNode DataXceiver 10 251 71 146 50010 Got exception while serving blk2032740670708110312 to 10 251 197 161 81cee340 ,0
94 81109 222041 3390 WARN dfs DataNode DataXceiver 10 251 67 113 50010 Got exception while serving blk62891505109755100 to 10 250 7 96 81cee340 ,1
95 81109 222342 3462 WARN dfs DataNode DataXceiver 10 251 74 79 50010 Got exception while serving blk2244903517044280975 to 10 251 74 134 81cee340 ,0
96 81109 222650 3459 WARN dfs DataNode DataXceiver 10 251 214 112 50010 Got exception while serving blk5905933788014151041 to 10 251 214 112 81cee340 ,0
97 81109 223211 3544 INFO dfs DataNode DataXceiver 10 251 111 80 50010 Served block blk6296828743242110158 to 10 251 42 246 626085d5 ,0
98 81109 223910 3540 WARN dfs DataNode DataXceiver 10 251 43 210 50010 Got exception while serving blk2969087638814291714 to 10 251 199 86 81cee340 ,0
99 81109 224054 3560 WARN dfs DataNode DataXceiver 10 251 126 255 50010 Got exception while serving blk2879780987351022871 to 10 251 39 144 81cee340 ,0
100 81109 224234 3638 WARN dfs DataNode DataXceiver 10 251 73 220 50010 Got exception while serving blk4934527196392001803 to 10 251 203 246 81cee340 ,0
101 81109 224420 3666 WARN dfs DataNode DataXceiver 10 251 73 188 50010 Got exception while serving blk7517964792804498202 to 10 250 6 191 81cee340 ,0
102 81109 224741 3699 WARN dfs DataNode DataXceiver 10 251 35 1 50010 Got exception while serving blk7940316270494947483 to 10 251 122 38 81cee340 ,0
103 81109 230110 3647 WARN dfs DataNode DataXceiver 10 251 90 134 50010 Got exception while serving blk7154985168984871115 to 10 251 110 160 81cee340 ,0
104 81109 232200 3856 INFO dfs DataNode PacketResponder Received block blk6867873931012347356 of size 67108864 from 10 251 39 64 e3df2680 ,0
105 81109 232324 32 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 107 19 50010 is added to blk6093743385844975689 size 67108864 5d5de21c ,0
106 81109 232346 3820 INFO dfs DataNode DataXceiver Receiving block blk8692428775973608797 src 10 250 10 213 56574 dest 10 250 10 213 50010 09a53393 ,0
107 81109 232639 3792 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk6837050820114491742 terminating dc2c74b7 ,0
108 81109 232828 3875 INFO dfs DataNode PacketResponder Received block blk5195432543794777448 of size 67108864 from 10 250 10 6 e3df2680 ,0
109 81109 232829 33 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 110 68 50010 is added to blk1636660629634995787 size 67108864 5d5de21c ,0
110 81109 232833 32 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 75 79 50010 is added to blk467589865104023338 size 67108864 5d5de21c ,0
111 81109 232923 3792 INFO dfs DataNode PacketResponder Received block blk7929144620252342335 of size 67108864 from 10 251 31 5 e3df2680 ,0
112 81109 232926 3783 INFO dfs DataNode DataXceiver Receiving block blk1798958443298220150 src 10 251 111 209 57419 dest 10 251 111 209 50010 09a53393 ,0
113 81109 233108 3872 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk54240672253074715 terminating dc2c74b7 ,0
114 81109 233356 3917 INFO dfs DataNode DataXceiver Receiving block blk7172347691639518373 src 10 251 111 37 35327 dest 10 251 111 37 50010 09a53393 ,0
115 81109 233753 3950 INFO dfs DataNode DataXceiver Receiving block blk6412155847905320411 src 10 251 30 85 58995 dest 10 251 30 85 50010 09a53393 ,0
116 81109 233835 4139 INFO dfs DataNode DataXceiver Receiving block blk699651392443620263 src 10 251 70 5 34703 dest 10 251 70 5 50010 09a53393 ,0
117 81109 233836 4061 INFO dfs DataNode DataXceiver Receiving block blk8788032532930439012 src 10 251 126 255 41104 dest 10 251 126 255 50010 09a53393 ,0
118 81109 233849 4087 INFO dfs DataNode PacketResponder Received block blk3455521536483250153 of size 67108864 from 10 251 106 37 e3df2680 ,0
119 81109 234027 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 31 85 50010 is added to blk7017553867379051457 size 67108864 5d5de21c ,0
120 81109 234107 4261 INFO dfs DataNode DataXceiver Receiving block blk1259190292740306590 src 10 251 65 203 36289 dest 10 251 65 203 50010 09a53393 ,0
121 81109 234110 26 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0002960 part00296 blk6620182933895093708 3d91fa85 ,0
122 81109 234111 4288 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk2028803850179311599 terminating dc2c74b7 ,0
123 81109 234112 4136 INFO dfs DataNode DataXceiver Receiving block blk8562334328670278932 src 10 251 194 147 46714 dest 10 251 194 147 50010 09a53393 ,0
124 81109 234325 4246 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk8108913101671416218 terminating dc2c74b7 ,0
125 81109 234512 4223 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk7640601843607665080 terminating dc2c74b7 ,0
126 81109 234516 4136 INFO dfs DataNode DataXceiver Receiving block blk7654726977769174867 src 10 251 110 160 49990 dest 10 251 110 160 50010 09a53393 ,0
127 81109 234555 4345 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk8320088109701056055 terminating dc2c74b7 ,0
128 81109 234605 26 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 197 226 50010 is added to blk4585055992495043771 size 67108864 5d5de21c ,0
129 81109 234644 4177 INFO dfs DataNode PacketResponder Received block blk4330512786228504138 of size 67108864 from 10 251 67 225 e3df2680 ,0
130 81109 234706 34 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 30 179 50010 is added to blk4628142183191390143 size 67108864 5d5de21c ,0
131 81109 234719 4344 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk6766351519628312408 terminating dc2c74b7 ,0
132 81109 234728 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 5 237 50010 is added to blk476906696485288376 size 67108864 5d5de21c ,0
133 81109 234835 3972 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk7436749154361133879 terminating dc2c74b7 ,0
134 81109 234835 4259 INFO dfs DataNode DataXceiver Receiving block blk7061131805920430446 src 10 250 7 32 53397 dest 10 250 7 32 50010 09a53393 ,0
135 81109 234924 4275 INFO dfs DataNode PacketResponder Received block blk684595390732854503 of size 67108864 from 10 250 6 191 e3df2680 ,0
136 81109 235030 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 7 244 50010 is added to blk6956067134432991406 size 67108864 5d5de21c ,0
137 81109 235138 3469 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk549647953114643908 terminating dc2c74b7 ,0
138 81109 235140 31 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0002300 part00230 blk559204981722276126 3d91fa85 ,0
139 81109 235305 4419 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk165500353496111884 terminating dc2c74b7 ,0
140 81109 235311 34 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0001690 part00169 blk7105305952901940477 3d91fa85 ,1
141 81109 235322 3968 INFO dfs DataNode DataXceiver Receiving block blk9103764593642564543 src 10 251 43 115 46385 dest 10 251 43 115 50010 09a53393 ,1
142 81109 235337 4459 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk3160319368100972992 terminating dc2c74b7 ,0
143 81109 235426 4327 INFO dfs DataNode PacketResponder Received block blk562725280853087685 of size 67108864 from 10 251 91 84 e3df2680 ,0
144 81109 235609 4400 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk4568377692254637284 terminating dc2c74b7 ,0
145 81109 235727 4429 INFO dfs DataNode DataXceiver Receiving block blk5217146995455608468 src 10 251 214 67 38871 dest 10 251 214 67 50010 09a53393 ,0
146 81109 235813 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 199 225 50010 is added to blk7481361125021302112 size 67108864 5d5de21c ,0
147 81109 235903 4454 INFO dfs DataNode PacketResponder Received block blk71429470616906355 of size 67108864 from 10 250 19 16 e3df2680 ,0
148 81109 235904 4520 INFO dfs DataNode DataXceiver Receiving block blk522892190802801712 src 10 251 74 134 39584 dest 10 251 74 134 50010 09a53393 ,0
149 81109 235919 31 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 107 19 50010 is added to blk3249711809227781266 size 67108864 5d5de21c ,0
150 81109 235951 4525 INFO dfs DataNode DataXceiver Receiving block blk6329494504520216748 src 10 251 25 237 39332 dest 10 251 25 237 50010 09a53393 ,0
151 81110 117 33 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0003180 part00318 blk207775976836691685 3d91fa85 ,0
152 81110 136 28 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 6 4 50010 is added to blk5114010683183383297 size 67108864 5d5de21c ,0
153 81110 136 4627 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk7656610147924319419 terminating dc2c74b7 ,0
154 81110 232 27 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0003180 part00318 blk2096692261399680562 3d91fa85 ,1
155 81110 238 4717 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk6500549130351529113 terminating dc2c74b7 ,0
156 81110 319 4568 INFO dfs DataNode DataXceiver Receiving block blk8255732027871411321 src 10 251 39 179 33950 dest 10 251 39 179 50010 09a53393 ,0
157 81110 507 4619 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk2896670847306153652 terminating dc2c74b7 ,0
158 81110 546 4624 INFO dfs DataNode DataXceiver Receiving block blk8856628810470361280 src 10 250 5 237 41923 dest 10 250 5 237 50010 09a53393 ,0
159 81110 616 4552 INFO dfs DataNode PacketResponder Received block blk3463540868626173125 of size 67108864 from 10 251 30 134 e3df2680 ,0
160 81110 657 4822 INFO dfs DataNode PacketResponder Received block blk5309211894896608429 of size 67108864 from 10 251 202 181 e3df2680 ,0
161 81110 727 34 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 15 240 50010 is added to blk1055254430948037872 size 67108864 5d5de21c ,0
162 81110 755 4717 INFO dfs DataNode DataXceiver Receiving block blk3962600675982666210 src 10 251 123 195 37374 dest 10 251 123 195 50010 09a53393 ,0
163 81110 820 4687 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk730776401372551814 terminating dc2c74b7 ,0
164 81110 841 4727 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk7553009628768897700 terminating dc2c74b7 ,0
165 81110 1250 4631 INFO dfs DataNode PacketResponder Received block blk3068335169639013019 of size 67108864 from 10 251 71 68 e3df2680 ,0
166 81110 1307 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 90 239 50010 is added to blk9069971851590882719 size 67108864 5d5de21c ,0
167 81110 1337 27 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 67 4 50010 is added to blk8924134715029713489 size 67108864 5d5de21c ,0
168 81110 1350 29 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 250 7 146 50010 is added to blk278357163850888 size 67108864 5d5de21c ,1
169 81110 1745 4905 INFO dfs DataNode DataXceiver Receiving block blk5135777574223073423 src 10 251 65 237 48648 dest 10 251 65 237 50010 09a53393 ,0
170 81110 1818 4837 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk1148756466197125339 terminating dc2c74b7 ,0
171 81110 2041 4863 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk9074030793567748915 terminating dc2c74b7 ,0
172 81110 2103 4928 INFO dfs DataNode PacketResponder Received block blk4067446915270471579 of size 25933924 from 10 251 110 8 e3df2680 ,0
173 81110 2221 4855 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk3259872359515191972 terminating dc2c74b7 ,0
174 81110 2223 4824 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk5963816136267066159 terminating dc2c74b7 ,0
175 81110 2253 34 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root sortrand temporary task2008110920300002r0001380 part00138 blk210021574616486609 3d91fa85 ,0
176 81110 2337 13 INFO dfs DataBlockScanner Verification succeeded for blk1547954353065580372 32777b38 ,1
177 81110 2914 4955 INFO dfs DataNode DataXceiver Receiving block blk8524274644018377752 src 10 251 42 16 33011 dest 10 251 42 16 50010 09a53393 ,0
178 81110 3441 4986 INFO dfs DataNode DataXceiver Receiving block blk2015110815660478655 src 10 251 35 1 53344 dest 10 251 35 1 50010 09a53393 ,0
179 81110 3502 4937 INFO dfs DataNode PacketResponder Received block blk7484759945731484842 of size 67108864 from 10 251 203 149 e3df2680 ,0
180 81110 4247 33 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 39 242 50010 is added to blk4110733372292809607 size 67108864 5d5de21c ,0
181 81110 10354 5184 INFO dfs DataNode PacketResponder Received block blk7152190882826520998 of size 67108864 from 10 250 14 143 e3df2680 ,0
182 81110 10438 4917 INFO dfs DataNode DataXceiver Receiving block blk6543889749770222531 src 10 251 107 98 56224 dest 10 251 107 98 50010 09a53393 ,0
183 81110 10506 5128 INFO dfs DataNode PacketResponder Received block blk8772892713521115147 of size 67108864 from 10 251 194 245 e3df2680 ,0
184 81110 10525 5099 INFO dfs DataNode PacketResponder Received block blk6979800421545566530 of size 67108864 from 10 250 10 176 e3df2680 ,0
185 81110 10543 35 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt temporary task2008110920300003m0003820 part00382 blk8935202950442998446 3d91fa85 ,0
186 81110 10629 5132 INFO dfs DataNode PacketResponder PacketResponder 1 for block blk4799092443170733505 terminating dc2c74b7 ,0
187 81110 10759 34 INFO dfs FSNamesystem BLOCK NameSystem allocateBlock user root randtxt temporary task2008110920300003m0003920 part00392 blk3010126661650043258 3d91fa85 ,0
188 81110 10801 5186 INFO dfs DataNode PacketResponder PacketResponder 2 for block blk5215520749152394224 terminating dc2c74b7 ,0
189 81110 10815 5133 INFO dfs DataNode PacketResponder PacketResponder 0 for block blk397848436489409658 terminating dc2c74b7 ,0
190 81110 10851 32 INFO dfs FSNamesystem BLOCK NameSystem addStoredBlock blockMap updated 10 251 199 86 50010 is added to blk9181958042427679309 size 67108864 5d5de21c ,0
